Time [s],SE Curr. [A],SE Volt. [V],SE Temp. [K],Chrg Flag,file_name,folder,SE SoC
540.37,0.0,3.31525139,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
550.37,0.0,3.31479362,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
560.37,0.0,3.31448844,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
570.37,0.0,3.31448844,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
580.37,0.0,3.31494621,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
590.37,0.0,3.3150988,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
600.37,0.0,3.31494621,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
610.37,0.0,3.31479362,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
620.37,0.0,3.31494621,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
630.37,0.0,3.31494621,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
640.37,0.0,3.31479362,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
650.37,0.0,3.31479362,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
660.37,0.0,3.31494621,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
670.37,0.0,3.31448844,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
680.37,0.0,3.31494621,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
690.37,0.0,3.31479362,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
695.93,0.0,3.31479362,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
705.93,0.0,3.31494621,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
715.93,0.0,3.31464103,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
725.93,0.0,3.31464103,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
735.93,0.0,3.31448844,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
745.93,0.0,3.31525139,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
755.93,0.0,3.31464103,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
765.93,0.0,3.31479362,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
775.93,0.0,3.31479362,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
785.93,0.0,3.3150988,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
795.93,0.0,3.31494621,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
805.93,0.0,3.31494621,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
815.93,0.0,3.31479362,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
825.93,0.0,3.31494621,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
835.93,0.0,3.31464103,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
845.93,0.0,3.31494621,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
855.93,0.0,3.31479362,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
865.93,0.0,3.3150988,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
875.93,0.0,3.31494621,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
885.93,0.0,3.31479362,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
895.93,0.0,3.31479362,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
905.93,0.0,3.31464103,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
915.93,0.0,3.31464103,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
925.93,0.0,3.31448844,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
935.93,0.0,3.31494621,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
945.93,0.0,3.31464103,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
955.93,0.0,3.31448844,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
965.93,0.0,3.31494621,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
975.93,0.0,3.3150988,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
985.93,0.0,3.3150988,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
995.93,0.0,3.3150988,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1005.93,0.0,3.31494621,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1015.93,0.0,3.31494621,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1025.93,0.0,3.31464103,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1035.93,0.0,3.31479362,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1045.93,0.0,3.31494621,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1055.93,0.0,3.31494621,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1065.93,0.0,3.31494621,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1075.93,0.0,3.31464103,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1085.93,0.0,3.31479362,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1095.93,0.0,3.31494621,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1105.93,0.0,3.31479362,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1115.93,0.0,3.31448844,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1125.93,0.0,3.31448844,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1135.93,0.0,3.31494621,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1145.93,0.0,3.3150988,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1155.93,0.0,3.31464103,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1165.93,0.0,3.31448844,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1175.93,0.0,3.3150988,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1185.93,0.0,3.31448844,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1195.93,0.0,3.31494621,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1205.93,0.0,3.31479362,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1215.93,0.0,3.31494621,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1225.93,0.0,3.31464103,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1235.93,0.0,3.31494621,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1245.93,0.0,3.31479362,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1255.93,0.0,3.31494621,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1265.93,0.0,3.31494621,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1275.93,0.0,3.31494621,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1285.93,0.0,3.31494621,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1295.93,0.0,3.31464103,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1305.93,0.0,3.31479362,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1315.93,0.0,3.31494621,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
