Time [s],SE Curr. [A],SE Volt. [V],SE Temp. [K],Chrg Flag,file_name,folder,SE SoC,is_c3,c3_block
11316.45,0.0,2.80743114,284.20856999999995,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11317.45,0.0,2.80987259,284.20856999999995,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11318.45,0.0,2.81155108,284.20856999999995,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11319.45,0.0,2.81307698,284.20856999999995,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11320.45,0.0,2.81414511,284.19221999999996,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11321.45,0.0,2.81506065,284.19221999999996,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11322.45,0.0,2.81643397,284.19221999999996,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11323.45,0.0,2.81734951,284.19221999999996,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11324.45,0.0,2.81826505,284.20856999999995,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11325.45,0.0,2.81918059,284.20856999999995,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11326.45,0.0,2.81979095,284.20856999999995,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11327.45,0.0,2.82116426,284.20856999999995,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11328.45,0.0,2.82192721,284.19221999999996,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11329.45,0.0,2.82253758,284.19221999999996,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11330.45,0.0,2.82330053,284.19221999999996,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11331.45,0.0,2.82406348,284.19221999999996,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11332.45,0.0,2.82513161,284.19221999999996,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11333.45,0.0,2.82558938,284.19221999999996,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11334.45,0.0,2.82665751,284.19221999999996,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11335.45,0.0,2.82696269,284.19221999999996,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11336.45,0.0,2.82803082,284.19221999999996,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11337.45,0.0,2.82848859,284.19221999999996,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11338.45,0.0,2.82909895,284.19221999999996,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11339.45,0.0,2.82986191,284.19221999999996,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11340.45,0.0,2.83031968,284.19221999999996,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11341.45,0.0,2.83108263,284.19221999999996,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11342.45,0.0,2.83169299,284.17587,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11343.45,0.0,2.83230335,284.17587,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11344.45,0.0,2.83276112,284.17587,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11345.45,0.0,2.83337148,284.17587,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11346.45,0.0,2.83428702,284.19221999999996,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
11347.45,0.0,2.8345922,284.19221999999996,False,TIX2670_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_10C_Rev7.006,CCP,0.0,False,1
